,category,object,target_position,distractor_1_position,distractor_2_position,distractor_3_position,target_image_file_name,distractor_1_image_file_name,distractor_2_image_file_name,distractor_3_image_file_name,embedding_target,embedding_1,embedding_2,embedding_3,embeddings,distractor_image_files,str_numbers_to_select,distances,quantiles,jump_locations,jump_bounds,selected_distractors,percent_lower_te,percent_higher_te,target_new_name,distractor_1_new_names,distractor_2_new_names,distractor_3_new_names
42,landscape_element,geothermal_spring,0,2,4,7,LAN-GEO-00.png,LAN-GEO-02.png,LAN-GEO-04.png,LAN-GEO-06.png,1.0,0.91625,0.7934,0.423675,"[1.0, 0.9949, 0.9265, 0.8855, 0.8456, 0.7412, 0.4326, 0.4207, 0.3802, 0.0]","['LAN-GEO-00.png', 'LAN-GEO-01.png', 'LAN-GEO-02.png', 'LAN-GEO-03.png', 'LAN-GEO-04.png', 'LAN-GEO-05.png', 'LAN-GEO-07.png', 'LAN-GEO-06.png', 'LAN-GEO-08.png', 'LAN-GEO-09.png']","['00', '01', '02', '03', '04', '05', '07', '06', '08', '09']","[0.005099999999999993, 0.06840000000000002, 0.041000000000000036, 0.039899999999999936, 0.10440000000000005, 0.3086, 0.011899999999999966, 0.040500000000000036, 0.3802]","[25, 50, 75]",['between 5 and 6'],"[(5, 6)]",['LAN-GEO-00.png' 'LAN-GEO-02.png' 'LAN-GEO-04.png' 'LAN-GEO-06.png'],39.25233644859813,60.747663551401864,LAN-GEO-T00.png,LAN-GEO-D01.png,LAN-GEO-D02.png,LAN-GEO-D03.png
43,vehicle,lorry,0,1,3,7,VEH-LOR-05.png,VEH-LOR-04.png,VEH-LOR-00.png,VEH-LOR-07.png,1.0,0.607,0.607,0.38715,"[1.0, 0.9701, 0.607, 0.607, 0.607, 0.607, 0.5172, 0.3438, 0.1063, 0.0]","['VEH-LOR-05.png', 'VEH-LOR-04.png', 'VEH-LOR-01.png', 'VEH-LOR-00.png', 'VEH-LOR-02.png', 'VEH-LOR-03.png', 'VEH-LOR-06.png', 'VEH-LOR-07.png', 'VEH-LOR-08.png', 'VEH-LOR-09.png']","['05', '04', '01', '00', '02', '03', '06', '07', '08', '09']","[0.029900000000000038, 0.3631, 0.0, 0.0, 0.0, 0.08979999999999999, 0.1734, 0.2375, 0.1063]","[25, 50, 75]",['between 1 and 2'],"[(1, 2)]",['VEH-LOR-05.png' 'VEH-LOR-04.png' 'VEH-LOR-00.png' 'VEH-LOR-07.png'],40.18691588785047,59.813084112149525,VEH-LOR-T00.png,VEH-LOR-D01.png,VEH-LOR-D02.png,VEH-LOR-D03.png
44,landscape_element,forest_boulder,0,2,5,7,LAN-FOR-05.png,LAN-FOR-04.png,LAN-FOR-00.png,LAN-FOR-07.png,1.0,0.899575,0.7746999999999999,0.5842,"[1.0, 1.0, 0.9115, 0.8638, 0.7777, 0.7717, 0.7657, 0.5237, 0.0603, 0.0]","['LAN-FOR-05.png', 'LAN-FOR-06.png', 'LAN-FOR-04.png', 'LAN-FOR-03.png', 'LAN-FOR-02.png', 'LAN-FOR-00.png', 'LAN-FOR-01.png', 'LAN-FOR-07.png', 'LAN-FOR-08.png', 'LAN-FOR-09.png']","['05', '06', '04', '03', '02', '00', '01', '07', '08', '09']","[0.0, 0.08850000000000002, 0.047699999999999965, 0.08610000000000007, 0.005999999999999894, 0.006000000000000005, 0.242, 0.46340000000000003, 0.0603]","[25, 50, 75]",['between 7 and 8'],"[(7, 8)]",['LAN-FOR-05.png' 'LAN-FOR-04.png' 'LAN-FOR-00.png' 'LAN-FOR-07.png'],41.1214953271028,58.87850467289719,LAN-FOR-T00.png,LAN-FOR-D01.png,LAN-FOR-D02.png,LAN-FOR-D03.png
45,plant,palm,0,2,5,7,PLA-PAL-05.png,PLA-PAL-04.png,PLA-PAL-00.png,PLA-PAL-07.png,1.0,0.9672499999999999,0.8726499999999999,0.4476,"[1.0, 1.0, 0.9959, 0.8813, 0.88, 0.8653, 0.8526, 0.3126, 0.2766, 0.0]","['PLA-PAL-05.png', 'PLA-PAL-06.png', 'PLA-PAL-04.png', 'PLA-PAL-01.png', 'PLA-PAL-03.png', 'PLA-PAL-00.png', 'PLA-PAL-02.png', 'PLA-PAL-07.png', 'PLA-PAL-08.png', 'PLA-PAL-09.png']","['05', '06', '04', '01', '03', '00', '02', '07', '08', '09']","[0.0, 0.0040999999999999925, 0.11460000000000004, 0.0012999999999999678, 0.014700000000000046, 0.012699999999999934, 0.54, 0.035999999999999976, 0.2766]","[25, 50, 75]",['between 6 and 7'],"[(6, 7)]",['PLA-PAL-05.png' 'PLA-PAL-04.png' 'PLA-PAL-00.png' 'PLA-PAL-07.png'],42.05607476635514,57.943925233644855,PLA-PAL-T00.png,PLA-PAL-D01.png,PLA-PAL-D02.png,PLA-PAL-D03.png
46,plant,acacia,0,2,4,7,PLA-ACA-00.png,PLA-ACA-02.png,PLA-ACA-04.png,PLA-ACA-06.png,1.0,0.872925,0.6485,0.3382,"[1.0, 0.9901, 0.884, 0.8397, 0.7361, 0.5609, 0.3667, 0.3287, 0.2101, 0.0]","['PLA-ACA-00.png', 'PLA-ACA-01.png', 'PLA-ACA-02.png', 'PLA-ACA-03.png', 'PLA-ACA-04.png', 'PLA-ACA-05.png', 'PLA-ACA-07.png', 'PLA-ACA-06.png', 'PLA-ACA-08.png', 'PLA-ACA-09.png']","['00', '01', '02', '03', '04', '05', '07', '06', '08', '09']","[0.00990000000000002, 0.10609999999999997, 0.044300000000000006, 0.10360000000000003, 0.17520000000000002, 0.19419999999999993, 0.038000000000000034, 0.11859999999999998, 0.2101]","[25, 50, 75]",[],[],['PLA-ACA-00.png' 'PLA-ACA-02.png' 'PLA-ACA-04.png' 'PLA-ACA-06.png'],42.99065420560748,57.009345794392516,PLA-ACA-T00.png,PLA-ACA-D01.png,PLA-ACA-D02.png,PLA-ACA-D03.png
47,animal,koala,0,2,4,7,ANI-KOA-00.png,ANI-KOA-02.png,ANI-KOA-04.png,ANI-KOA-07.png,1.0,0.88225,0.7133,0.43345,"[1.0, 0.9972, 0.9163, 0.7801, 0.7148, 0.7118, 0.5338, 0.4, 0.2908, 0.0]","['ANI-KOA-00.png', 'ANI-KOA-01.png', 'ANI-KOA-02.png', 'ANI-KOA-03.png', 'ANI-KOA-04.png', 'ANI-KOA-05.png', 'ANI-KOA-06.png', 'ANI-KOA-07.png', 'ANI-KOA-08.png', 'ANI-KOA-09.png']","['00', '01', '02', '03', '04', '05', '06', '07', '08', '09']","[0.0028000000000000247, 0.08089999999999997, 0.1362, 0.06530000000000002, 0.0030000000000000027, 0.17799999999999994, 0.13380000000000003, 0.10920000000000002, 0.2908]","[25, 50, 75]",[],[],['ANI-KOA-00.png' 'ANI-KOA-02.png' 'ANI-KOA-04.png' 'ANI-KOA-07.png'],43.925233644859816,56.074766355140184,ANI-KOA-T00.png,ANI-KOA-D01.png,ANI-KOA-D02.png,ANI-KOA-D03.png
48,plant,bristlecone,0,2,4,7,PLA-BRI-01.png,PLA-BRI-02.png,PLA-BRI-04.png,PLA-BRI-07.png,1.0,0.92245,0.74515,0.2955,"[1.0, 1.0, 0.9439, 0.8581, 0.8215, 0.6688, 0.5016, 0.2268, 0.2175, 0.0]","['PLA-BRI-01.png', 'PLA-BRI-00.png', 'PLA-BRI-02.png', 'PLA-BRI-03.png', 'PLA-BRI-04.png', 'PLA-BRI-05.png', 'PLA-BRI-06.png', 'PLA-BRI-07.png', 'PLA-BRI-08.png', 'PLA-BRI-09.png']","['01', '00', '02', '03', '04', '05', '06', '07', '08', '09']","[0.0, 0.05610000000000004, 0.08579999999999999, 0.036599999999999966, 0.15270000000000006, 0.1671999999999999, 0.27480000000000004, 0.009300000000000003, 0.2175]","[25, 50, 75]",[],[],['PLA-BRI-01.png' 'PLA-BRI-02.png' 'PLA-BRI-04.png' 'PLA-BRI-07.png'],44.85981308411215,55.140186915887845,PLA-BRI-T00.png,PLA-BRI-D01.png,PLA-BRI-D02.png,PLA-BRI-D03.png
49,building,barn,1,3,5,7,BUI-BAR-01.png,BUI-BAR-02.png,BUI-BAR-04.png,BUI-BAR-06.png,0.6135,0.4265,0.3039,0.1295,"[1.0, 0.6135, 0.5931, 0.4265, 0.3325, 0.3039, 0.2639, 0.1295, 0.1035, 0.0]","['BUI-BAR-09.png', 'BUI-BAR-01.png', 'BUI-BAR-00.png', 'BUI-BAR-02.png', 'BUI-BAR-03.png', 'BUI-BAR-04.png', 'BUI-BAR-05.png', 'BUI-BAR-06.png', 'BUI-BAR-07.png', 'BUI-BAR-08.png']","['09', '01', '00', '02', '03', '04', '05', '06', '07', '08']","[0.38649999999999995, 0.020400000000000085, 0.16659999999999997, 0.09399999999999997, 0.028600000000000014, 0.03999999999999998, 0.13440000000000002, 0.02600000000000001, 0.1035]","[25, 50, 75]",[],[],['BUI-BAR-01.png' 'BUI-BAR-02.png' 'BUI-BAR-04.png' 'BUI-BAR-06.png'],45.794392523364486,54.20560747663551,BUI-BAR-T00.png,BUI-BAR-D01.png,BUI-BAR-D02.png,BUI-BAR-D03.png
50,building,fortress,0,2,3,7,BUI-FOT-08.png,BUI-FOT-00.png,BUI-FOT-02.png,BUI-FOT-04.png,1.0,0.435175,0.42005000000000003,0.379275,"[1.0, 0.9502, 0.4352, 0.4351, 0.4351, 0.405, 0.4038, 0.3711, 0.3525, 0.0]","['BUI-FOT-08.png', 'BUI-FOT-07.png', 'BUI-FOT-00.png', 'BUI-FOT-02.png', 'BUI-FOT-01.png', 'BUI-FOT-05.png', 'BUI-FOT-06.png', 'BUI-FOT-04.png', 'BUI-FOT-03.png', 'BUI-FOT-09.png']","['08', '07', '00', '02', '01', '05', '06', '04', '03', '09']","[0.049799999999999955, 0.5150000000000001, 9.999999999998899e-05, 0.0, 0.03009999999999996, 0.0012000000000000344, 0.03270000000000001, 0.018600000000000005, 0.3525]","[25, 50, 75]",['between 1 and 2'],"[(1, 2)]",['BUI-FOT-08.png' 'BUI-FOT-00.png' 'BUI-FOT-02.png' 'BUI-FOT-04.png'],46.728971962616825,53.271028037383175,BUI-FOT-T00.png,BUI-FOT-D01.png,BUI-FOT-D02.png,BUI-FOT-D03.png
51,landscape_element,hill_river,0,1,4,7,LAN-HIL-01.png,LAN-HIL-00.png,LAN-HIL-04.png,LAN-HIL-07.png,1.0,0.9998,0.9039,0.69785,"[1.0, 0.9998, 0.9998, 0.9998, 0.932, 0.8758, 0.725, 0.6888, 0.4571, 0.0]","['LAN-HIL-01.png', 'LAN-HIL-00.png', 'LAN-HIL-02.png', 'LAN-HIL-03.png', 'LAN-HIL-04.png', 'LAN-HIL-05.png', 'LAN-HIL-06.png', 'LAN-HIL-07.png', 'LAN-HIL-08.png', 'LAN-HIL-09.png']","['01', '00', '02', '03', '04', '05', '06', '07', '08', '09']","[0.00019999999999997797, 0.0, 0.0, 0.06779999999999997, 0.05620000000000003, 0.15080000000000005, 0.03620000000000001, 0.23169999999999996, 0.4571]","[25, 50, 75]",[],[],['LAN-HIL-01.png' 'LAN-HIL-00.png' 'LAN-HIL-04.png' 'LAN-HIL-07.png'],47.66355140186916,52.336448598130836,LAN-HIL-T00.png,LAN-HIL-D01.png,LAN-HIL-D02.png,LAN-HIL-D03.png
52,building,pagoda,0,2,4,7,BUI-PAG-00.png,BUI-PAG-02.png,BUI-PAG-04.png,BUI-PAG-07.png,1.0,0.873225,0.67535,0.2432,"[1.0, 0.9747, 0.903, 0.7839, 0.7007, 0.65, 0.3917, 0.1937, 0.1629, 0.0]","['BUI-PAG-00.png', 'BUI-PAG-01.png', 'BUI-PAG-02.png', 'BUI-PAG-03.png', 'BUI-PAG-04.png', 'BUI-PAG-05.png', 'BUI-PAG-06.png', 'BUI-PAG-07.png', 'BUI-PAG-08.png', 'BUI-PAG-09.png']","['00', '01', '02', '03', '04', '05', '06', '07', '08', '09']","[0.02529999999999999, 0.07169999999999999, 0.11909999999999998, 0.08320000000000005, 0.05069999999999997, 0.25830000000000003, 0.19799999999999998, 0.030800000000000022, 0.1629]","[25, 50, 75]",[],[],['BUI-PAG-00.png' 'BUI-PAG-02.png' 'BUI-PAG-04.png' 'BUI-PAG-07.png'],48.598130841121495,51.4018691588785,BUI-PAG-T00.png,BUI-PAG-D01.png,BUI-PAG-D02.png,BUI-PAG-D03.png
53,animal,seal,0,2,3,7,ANI-SEA-06.png,ANI-SEA-05.png,ANI-SEA-03.png,ANI-SEA-07.png,1.0,0.8756,0.77455,0.39809999999999995,"[1.0, 0.9, 0.8999, 0.8027, 0.8027, 0.7464, 0.7464, 0.282, 0.0251, 0.0]","['ANI-SEA-06.png', 'ANI-SEA-04.png', 'ANI-SEA-05.png', 'ANI-SEA-03.png', 'ANI-SEA-02.png', 'ANI-SEA-01.png', 'ANI-SEA-00.png', 'ANI-SEA-07.png', 'ANI-SEA-08.png', 'ANI-SEA-09.png']","['06', '04', '05', '03', '02', '01', '00', '07', '08', '09']","[0.09999999999999998, 9.999999999998899e-05, 0.09720000000000006, 0.0, 0.05630000000000002, 0.0, 0.4644, 0.25689999999999996, 0.0251]","[25, 50, 75]",['between 6 and 7'],"[(6, 7)]",['ANI-SEA-06.png' 'ANI-SEA-05.png' 'ANI-SEA-03.png' 'ANI-SEA-07.png'],49.532710280373834,50.467289719626166,ANI-SEA-T00.png,ANI-SEA-D01.png,ANI-SEA-D02.png,ANI-SEA-D03.png
54,building,tea_house,0,2,4,7,BUI-TEA-00.png,BUI-TEA-03.png,BUI-TEA-05.png,BUI-TEA-07.png,1.0,0.902775,0.6415500000000001,0.23912499999999998,"[1.0, 0.9177, 0.9086, 0.8853, 0.6727, 0.6104, 0.3067, 0.2166, 0.0638, 0.0]","['BUI-TEA-00.png', 'BUI-TEA-01.png', 'BUI-TEA-03.png', 'BUI-TEA-02.png', 'BUI-TEA-05.png', 'BUI-TEA-04.png', 'BUI-TEA-06.png', 'BUI-TEA-07.png', 'BUI-TEA-08.png', 'BUI-TEA-09.png']","['00', '01', '03', '02', '05', '04', '06', '07', '08', '09']","[0.08230000000000004, 0.009099999999999997, 0.023299999999999987, 0.2126, 0.06229999999999991, 0.3037000000000001, 0.09009999999999999, 0.1528, 0.0638]","[25, 50, 75]",['between 5 and 6'],"[(5, 6)]",['BUI-TEA-00.png' 'BUI-TEA-03.png' 'BUI-TEA-05.png' 'BUI-TEA-07.png'],50.467289719626166,49.532710280373834,BUI-TEA-T00.png,BUI-TEA-D01.png,BUI-TEA-D02.png,BUI-TEA-D03.png
55,item,basket,0,2,5,7,ITE-BAS-01.png,ITE-BAS-02.png,ITE-BAS-05.png,ITE-BAS-07.png,1.0,0.7686,0.57005,0.357375,"[1.0, 0.9827, 0.8003, 0.6735, 0.6014, 0.5387, 0.4749, 0.3182, 0.1259, 0.0]","['ITE-BAS-01.png', 'ITE-BAS-00.png', 'ITE-BAS-02.png', 'ITE-BAS-03.png', 'ITE-BAS-04.png', 'ITE-BAS-05.png', 'ITE-BAS-06.png', 'ITE-BAS-07.png', 'ITE-BAS-08.png', 'ITE-BAS-09.png']","['01', '00', '02', '03', '04', '05', '06', '07', '08', '09']","[0.017299999999999982, 0.1824, 0.12680000000000002, 0.07209999999999994, 0.06270000000000009, 0.06379999999999997, 0.1567, 0.19229999999999997, 0.1259]","[25, 50, 75]",[],[],['ITE-BAS-01.png' 'ITE-BAS-02.png' 'ITE-BAS-05.png' 'ITE-BAS-07.png'],51.4018691588785,48.598130841121495,ITE-BAS-T00.png,ITE-BAS-D01.png,ITE-BAS-D02.png,ITE-BAS-D03.png
56,animal,leopard,0,2,4,7,ANI-LEO-00.png,ANI-LEO-02.png,ANI-LEO-05.png,ANI-LEO-07.png,1.0,0.92445,0.84545,0.48475,"[1.0, 0.9923, 0.9385, 0.8823, 0.871, 0.8199, 0.7564, 0.3942, 0.2374, 0.0]","['ANI-LEO-00.png', 'ANI-LEO-01.png', 'ANI-LEO-02.png', 'ANI-LEO-06.png', 'ANI-LEO-05.png', 'ANI-LEO-04.png', 'ANI-LEO-03.png', 'ANI-LEO-07.png', 'ANI-LEO-09.png', 'ANI-LEO-08.png']","['00', '01', '02', '06', '05', '04', '03', '07', '09', '08']","[0.00770000000000004, 0.05379999999999996, 0.05620000000000003, 0.011299999999999977, 0.051100000000000034, 0.0635, 0.36219999999999997, 0.1568, 0.2374]","[25, 50, 75]",['between 6 and 7'],"[(6, 7)]",['ANI-LEO-00.png' 'ANI-LEO-02.png' 'ANI-LEO-05.png' 'ANI-LEO-07.png'],52.336448598130836,47.66355140186916,ANI-LEO-T00.png,ANI-LEO-D01.png,ANI-LEO-D02.png,ANI-LEO-D03.png
57,landscape_element,polar_iceberg,0,1,4,7,LAN-POL-02.png,LAN-POL-01.png,LAN-POL-04.png,LAN-POL-08.png,1.0,0.991625,0.8078000000000001,0.577025,"[1.0, 1.0, 1.0, 0.9665, 0.8677, 0.7479, 0.6332, 0.5583, 0.5196, 0.0]","['LAN-POL-02.png', 'LAN-POL-01.png', 'LAN-POL-00.png', 'LAN-POL-03.png', 'LAN-POL-04.png', 'LAN-POL-05.png', 'LAN-POL-07.png', 'LAN-POL-08.png', 'LAN-POL-06.png', 'LAN-POL-09.png']","['02', '01', '00', '03', '04', '05', '07', '08', '06', '09']","[0.0, 0.0, 0.033499999999999974, 0.0988, 0.11980000000000002, 0.11470000000000002, 0.07489999999999997, 0.03870000000000007, 0.5196]","[25, 50, 75]",[],[],['LAN-POL-02.png' 'LAN-POL-01.png' 'LAN-POL-04.png' 'LAN-POL-08.png'],53.271028037383175,46.728971962616825,LAN-POL-T00.png,LAN-POL-D01.png,LAN-POL-D02.png,LAN-POL-D03.png
58,animal,giraffe,0,2,4,7,ANI-GIR-00.png,ANI-GIR-02.png,ANI-GIR-08.png,ANI-GIR-06.png,1.0,0.7662,0.27685000000000004,0.0411,"[1.0, 0.9326, 0.7806, 0.723, 0.3381, 0.2156, 0.1131, 0.0171, 0.0006, 0.0]","['ANI-GIR-00.png', 'ANI-GIR-01.png', 'ANI-GIR-02.png', 'ANI-GIR-03.png', 'ANI-GIR-08.png', 'ANI-GIR-09.png', 'ANI-GIR-07.png', 'ANI-GIR-06.png', 'ANI-GIR-04.png', 'ANI-GIR-05.png']","['00', '01', '02', '03', '08', '09', '07', '06', '04', '05']","[0.06740000000000002, 0.15200000000000002, 0.057599999999999985, 0.38489999999999996, 0.1225, 0.10250000000000001, 0.096, 0.0165, 0.0006]","[25, 50, 75]",['between 3 and 4'],"[(3, 4)]",['ANI-GIR-00.png' 'ANI-GIR-02.png' 'ANI-GIR-08.png' 'ANI-GIR-06.png'],54.20560747663551,45.794392523364486,ANI-GIR-T00.png,ANI-GIR-D01.png,ANI-GIR-D02.png,ANI-GIR-D03.png
59,item,bottle,0,1,3,7,ITE-BOT-02.png,ITE-BOT-04.png,ITE-BOT-05.png,ITE-BOT-08.png,1.0,0.9782500000000001,0.88415,0.5292,"[1.0, 0.9988, 0.9988, 0.9166, 0.9166, 0.8517, 0.8355, 0.4271, 0.2775, 0.0]","['ITE-BOT-02.png', 'ITE-BOT-04.png', 'ITE-BOT-03.png', 'ITE-BOT-05.png', 'ITE-BOT-06.png', 'ITE-BOT-00.png', 'ITE-BOT-01.png', 'ITE-BOT-08.png', 'ITE-BOT-07.png', 'ITE-BOT-09.png']","['02', '04', '03', '05', '06', '00', '01', '08', '07', '09']","[0.0011999999999999789, 0.0, 0.08220000000000005, 0.0, 0.06489999999999996, 0.016199999999999992, 0.40840000000000004, 0.14959999999999996, 0.2775]","[25, 50, 75]",['between 6 and 7'],"[(6, 7)]",['ITE-BOT-02.png' 'ITE-BOT-04.png' 'ITE-BOT-05.png' 'ITE-BOT-08.png'],55.140186915887845,44.85981308411215,ITE-BOT-T00.png,ITE-BOT-D01.png,ITE-BOT-D02.png,ITE-BOT-D03.png
60,animal,cat,1,2,5,6,ANI-CAT-04.png,ANI-CAT-02.png,ANI-CAT-03.png,ANI-CAT-06.png,0.5286,0.5273,0.5157,0.219,"[1.0, 0.5286, 0.5273, 0.5273, 0.5273, 0.5157, 0.219, 0.219, 0.202, 0.0]","['ANI-CAT-09.png', 'ANI-CAT-04.png', 'ANI-CAT-02.png', 'ANI-CAT-01.png', 'ANI-CAT-00.png', 'ANI-CAT-03.png', 'ANI-CAT-06.png', 'ANI-CAT-05.png', 'ANI-CAT-07.png', 'ANI-CAT-08.png']","['09', '04', '02', '01', '00', '03', '06', '05', '07', '08']","[0.47140000000000004, 0.0012999999999999678, 0.0, 0.0, 0.011599999999999944, 0.2967000000000001, 0.0, 0.016999999999999987, 0.202]","[25, 50, 75]",['between 5 and 6'],"[(5, 6)]",['ANI-CAT-04.png' 'ANI-CAT-02.png' 'ANI-CAT-03.png' 'ANI-CAT-06.png'],56.074766355140184,43.925233644859816,ANI-CAT-T00.png,ANI-CAT-D01.png,ANI-CAT-D02.png,ANI-CAT-D03.png
61,item,jar,0,2,3,7,ITE-JAR-01.png,ITE-JAR-00.png,ITE-JAR-03.png,ITE-JAR-07.png,1.0,0.85685,0.662,0.5021,"[1.0, 0.9772, 0.9185, 0.6719, 0.6719, 0.6521, 0.5579, 0.4835, 0.3432, 0.0]","['ITE-JAR-01.png', 'ITE-JAR-02.png', 'ITE-JAR-00.png', 'ITE-JAR-03.png', 'ITE-JAR-04.png', 'ITE-JAR-05.png', 'ITE-JAR-06.png', 'ITE-JAR-07.png', 'ITE-JAR-08.png', 'ITE-JAR-09.png']","['01', '02', '00', '03', '04', '05', '06', '07', '08', '09']","[0.022800000000000042, 0.058699999999999974, 0.24659999999999993, 0.0, 0.01980000000000004, 0.09420000000000006, 0.07439999999999997, 0.14029999999999998, 0.3432]","[25, 50, 75]",[],[],['ITE-JAR-01.png' 'ITE-JAR-00.png' 'ITE-JAR-03.png' 'ITE-JAR-07.png'],57.009345794392516,42.99065420560748,ITE-JAR-T00.png,ITE-JAR-D01.png,ITE-JAR-D02.png,ITE-JAR-D03.png
62,animal,parrot,0,2,4,7,ANI-PAR-01.png,ANI-PAR-09.png,ANI-PAR-06.png,ANI-PAR-03.png,1.0,0.5545,0.2482,0.105075,"[1.0, 0.9802, 0.5669, 0.5173, 0.2482, 0.2482, 0.147, 0.0911, 0.0002, 0.0]","['ANI-PAR-01.png', 'ANI-PAR-00.png', 'ANI-PAR-09.png', 'ANI-PAR-08.png', 'ANI-PAR-06.png', 'ANI-PAR-07.png', 'ANI-PAR-02.png', 'ANI-PAR-03.png', 'ANI-PAR-04.png', 'ANI-PAR-05.png']","['01', '00', '09', '08', '06', '07', '02', '03', '04', '05']","[0.01980000000000004, 0.4133, 0.04959999999999998, 0.2691, 0.0, 0.10120000000000001, 0.05589999999999999, 0.0909, 0.0002]","[25, 50, 75]",['between 1 and 2'],"[(1, 2)]",['ANI-PAR-01.png' 'ANI-PAR-09.png' 'ANI-PAR-06.png' 'ANI-PAR-03.png'],57.943925233644855,42.05607476635514,ANI-PAR-T00.png,ANI-PAR-D01.png,ANI-PAR-D02.png,ANI-PAR-D03.png
