,category,object,target_position,distractor_1_position,distractor_2_position,distractor_3_position,target_image_file_name,distractor_1_image_file_name,distractor_2_image_file_name,distractor_3_image_file_name,embedding_target,embedding_1,embedding_2,embedding_3,embeddings,distractor_image_files,str_numbers_to_select,distances,quantiles,jump_locations,jump_bounds,selected_distractors,percent_lower_te,percent_higher_te,target_new_name,distractor_1_new_names,distractor_2_new_names,distractor_3_new_names
63,landscape_element,forest_river,0,1,4,7,LAN-FOE-00.png,LAN-FOE-01.png,LAN-FOE-04.png,LAN-FOE-07.png,1.0,0.8370500000000001,0.75815,0.55735,"[1.0, 0.8373, 0.8373, 0.8363, 0.7712, 0.7451, 0.6457, 0.5279, 0.454, 0.0]","['LAN-FOE-00.png', 'LAN-FOE-01.png', 'LAN-FOE-02.png', 'LAN-FOE-03.png', 'LAN-FOE-04.png', 'LAN-FOE-05.png', 'LAN-FOE-06.png', 'LAN-FOE-07.png', 'LAN-FOE-08.png', 'LAN-FOE-09.png']","['00', '01', '02', '03', '04', '05', '06', '07', '08', '09']","[0.16269999999999996, 0.0, 0.0010000000000000009, 0.06510000000000005, 0.026100000000000012, 0.09939999999999993, 0.11780000000000002, 0.07390000000000002, 0.454]","[25, 50, 75]",[],[],['LAN-FOE-00.png' 'LAN-FOE-01.png' 'LAN-FOE-04.png' 'LAN-FOE-07.png'],58.87850467289719,41.1214953271028,LAN-FOE-T00.png,LAN-FOE-D01.png,LAN-FOE-D02.png,LAN-FOE-D03.png
64,item,hourglass,1,2,5,7,ITE-HOU-00.png,ITE-HOU-02.png,ITE-HOU-04.png,ITE-HOU-06.png,0.6221,0.6221,0.4728,0.1913,"[1.0, 0.6221, 0.6221, 0.6221, 0.473, 0.4728, 0.4377, 0.1913, 0.045, 0.0]","['ITE-HOU-09.png', 'ITE-HOU-00.png', 'ITE-HOU-02.png', 'ITE-HOU-01.png', 'ITE-HOU-03.png', 'ITE-HOU-04.png', 'ITE-HOU-05.png', 'ITE-HOU-06.png', 'ITE-HOU-07.png', 'ITE-HOU-08.png']","['09', '00', '02', '01', '03', '04', '05', '06', '07', '08']","[0.3779, 0.0, 0.0, 0.1491, 0.00019999999999997797, 0.03510000000000002, 0.24639999999999998, 0.14629999999999999, 0.045]","[25, 50, 75]",[],[],['ITE-HOU-00.png' 'ITE-HOU-02.png' 'ITE-HOU-04.png' 'ITE-HOU-06.png'],59.813084112149525,40.18691588785047,ITE-HOU-T00.png,ITE-HOU-D01.png,ITE-HOU-D02.png,ITE-HOU-D03.png
65,landscape_element,sea_stack,0,2,5,7,LAN-SES-01.png,LAN-SES-02.png,LAN-SES-05.png,LAN-SES-07.png,1.0,0.911525,0.6437999999999999,0.48412499999999997,"[1.0, 0.9808, 0.9404, 0.8249, 0.6664, 0.6212, 0.6051, 0.4438, 0.2449, 0.0]","['LAN-SES-01.png', 'LAN-SES-00.png', 'LAN-SES-02.png', 'LAN-SES-03.png', 'LAN-SES-04.png', 'LAN-SES-05.png', 'LAN-SES-06.png', 'LAN-SES-07.png', 'LAN-SES-08.png', 'LAN-SES-09.png']","['01', '00', '02', '03', '04', '05', '06', '07', '08', '09']","[0.019199999999999995, 0.04039999999999999, 0.11550000000000005, 0.15849999999999997, 0.04520000000000002, 0.016100000000000003, 0.1613, 0.19889999999999997, 0.2449]","[25, 50, 75]",[],[],['LAN-SES-01.png' 'LAN-SES-02.png' 'LAN-SES-05.png' 'LAN-SES-07.png'],60.747663551401864,39.25233644859813,LAN-SES-T00.png,LAN-SES-D01.png,LAN-SES-D02.png,LAN-SES-D03.png
66,plant,sequoia,0,2,4,7,PLA-SEQ-01.png,PLA-SEQ-03.png,PLA-SEQ-04.png,PLA-SEQ-06.png,1.0,0.9798,0.62395,0.392775,"[1.0, 1.0, 0.9798, 0.9798, 0.7883, 0.4596, 0.4059, 0.3884, 0.1977, 0.0]","['PLA-SEQ-01.png', 'PLA-SEQ-00.png', 'PLA-SEQ-03.png', 'PLA-SEQ-02.png', 'PLA-SEQ-04.png', 'PLA-SEQ-05.png', 'PLA-SEQ-07.png', 'PLA-SEQ-06.png', 'PLA-SEQ-08.png', 'PLA-SEQ-09.png']","['01', '00', '03', '02', '04', '05', '07', '06', '08', '09']","[0.0, 0.020199999999999996, 0.0, 0.1915, 0.3287, 0.053700000000000025, 0.01749999999999996, 0.19070000000000004, 0.1977]","[25, 50, 75]",['between 4 and 5'],"[(4, 5)]",['PLA-SEQ-01.png' 'PLA-SEQ-03.png' 'PLA-SEQ-04.png' 'PLA-SEQ-06.png'],61.6822429906542,38.31775700934579,PLA-SEQ-T00.png,PLA-SEQ-D01.png,PLA-SEQ-D02.png,PLA-SEQ-D03.png
67,plant,pine_med,0,1,3,7,PLA-PIE-02.png,PLA-PIE-00.png,PLA-PIE-03.png,PLA-PIE-08.png,1.0,0.7363,0.6763,0.21662499999999998,"[1.0, 0.7563, 0.7563, 0.6763, 0.6763, 0.6763, 0.442, 0.1415, 0.1381, 0.0]","['PLA-PIE-02.png', 'PLA-PIE-00.png', 'PLA-PIE-01.png', 'PLA-PIE-03.png', 'PLA-PIE-04.png', 'PLA-PIE-05.png', 'PLA-PIE-06.png', 'PLA-PIE-08.png', 'PLA-PIE-07.png', 'PLA-PIE-09.png']","['02', '00', '01', '03', '04', '05', '06', '08', '07', '09']","[0.24370000000000003, 0.0, 0.07999999999999996, 0.0, 0.0, 0.2343, 0.3005, 0.0033999999999999864, 0.1381]","[25, 50, 75]",['between 6 and 7'],"[(6, 7)]",['PLA-PIE-02.png' 'PLA-PIE-00.png' 'PLA-PIE-03.png' 'PLA-PIE-08.png'],62.616822429906534,37.38317757009346,PLA-PIE-T00.png,PLA-PIE-D01.png,PLA-PIE-D02.png,PLA-PIE-D03.png
68,landscape_element,mountain_glacier,1,2,4,7,LAN-MON-00.png,LAN-MON-01.png,LAN-MON-03.png,LAN-MON-06.png,0.4699,0.4601,0.3862,0.0603,"[1.0, 0.4699, 0.4601, 0.4601, 0.3862, 0.3862, 0.2694, 0.0603, 0.0108, 0.0]","['LAN-MON-09.png', 'LAN-MON-00.png', 'LAN-MON-01.png', 'LAN-MON-02.png', 'LAN-MON-03.png', 'LAN-MON-04.png', 'LAN-MON-05.png', 'LAN-MON-06.png', 'LAN-MON-07.png', 'LAN-MON-08.png']","['09', '00', '01', '02', '03', '04', '05', '06', '07', '08']","[0.5301, 0.009799999999999975, 0.0, 0.07390000000000002, 0.0, 0.11680000000000001, 0.20909999999999998, 0.0495, 0.0108]","[25, 50, 75]",[],[],['LAN-MON-00.png' 'LAN-MON-01.png' 'LAN-MON-03.png' 'LAN-MON-06.png'],63.55140186915887,36.44859813084112,LAN-MON-T00.png,LAN-MON-D01.png,LAN-MON-D02.png,LAN-MON-D03.png
69,building,lighthouse,0,1,4,7,BUI-LIG-02.png,BUI-LIG-00.png,BUI-LIG-04.png,BUI-LIG-07.png,1.0,0.90375,0.4671,0.30845,"[1.0, 0.9325, 0.9325, 0.8175, 0.4671, 0.4671, 0.3296, 0.3014, 0.0352, 0.0]","['BUI-LIG-02.png', 'BUI-LIG-00.png', 'BUI-LIG-01.png', 'BUI-LIG-03.png', 'BUI-LIG-04.png', 'BUI-LIG-05.png', 'BUI-LIG-06.png', 'BUI-LIG-07.png', 'BUI-LIG-09.png', 'BUI-LIG-08.png']","['02', '00', '01', '03', '04', '05', '06', '07', '09', '08']","[0.0675, 0.0, 0.11499999999999999, 0.3504, 0.0, 0.1375, 0.028200000000000003, 0.2662, 0.0352]","[25, 50, 75]",['between 3 and 4'],"[(3, 4)]",['BUI-LIG-02.png' 'BUI-LIG-00.png' 'BUI-LIG-04.png' 'BUI-LIG-07.png'],64.48598130841121,35.51401869158878,BUI-LIG-T00.png,BUI-LIG-D01.png,BUI-LIG-D02.png,BUI-LIG-D03.png
70,building,cabin,0,1,3,7,BUI-CAB-08.png,BUI-CAB-06.png,BUI-CAB-01.png,BUI-CAB-04.png,1.0,0.86785,0.47195,0.383,"[1.0, 0.9998, 0.9998, 0.472, 0.472, 0.4719, 0.4124, 0.3732, 0.343, 0.0]","['BUI-CAB-08.png', 'BUI-CAB-06.png', 'BUI-CAB-07.png', 'BUI-CAB-01.png', 'BUI-CAB-00.png', 'BUI-CAB-02.png', 'BUI-CAB-03.png', 'BUI-CAB-04.png', 'BUI-CAB-05.png', 'BUI-CAB-09.png']","['08', '06', '07', '01', '00', '02', '03', '04', '05', '09']","[0.00019999999999997797, 0.0, 0.5278, 0.0, 9.999999999998899e-05, 0.0595, 0.03920000000000001, 0.03019999999999995, 0.343]","[25, 50, 75]",['between 2 and 3'],"[(2, 3)]",['BUI-CAB-08.png' 'BUI-CAB-06.png' 'BUI-CAB-01.png' 'BUI-CAB-04.png'],65.42056074766354,34.57943925233645,BUI-CAB-T00.png,BUI-CAB-D01.png,BUI-CAB-D02.png,BUI-CAB-D03.png
71,building,greenhouse,0,1,3,7,BUI-GRE-09.png,BUI-GRE-08.png,BUI-GRE-02.png,BUI-GRE-05.png,1.0,0.4273,0.4273,0.242325,"[1.0, 0.8762, 0.4273, 0.4273, 0.4273, 0.4273, 0.3309, 0.2128, 0.1784, 0.0]","['BUI-GRE-09.png', 'BUI-GRE-08.png', 'BUI-GRE-00.png', 'BUI-GRE-02.png', 'BUI-GRE-01.png', 'BUI-GRE-03.png', 'BUI-GRE-04.png', 'BUI-GRE-05.png', 'BUI-GRE-06.png', 'BUI-GRE-07.png']","['09', '08', '00', '02', '01', '03', '04', '05', '06', '07']","[0.12380000000000002, 0.44889999999999997, 0.0, 0.0, 0.0, 0.09639999999999999, 0.11810000000000004, 0.034399999999999986, 0.1784]","[25, 50, 75]",['between 1 and 2'],"[(1, 2)]",['BUI-GRE-09.png' 'BUI-GRE-08.png' 'BUI-GRE-02.png' 'BUI-GRE-05.png'],66.35514018691589,33.64485981308411,BUI-GRE-T00.png,BUI-GRE-D01.png,BUI-GRE-D02.png,BUI-GRE-D03.png
72,building,igloo,0,2,3,7,BUI-IGL-01.png,BUI-IGL-04.png,BUI-IGL-03.png,BUI-IGL-07.png,1.0,0.918425,0.83165,0.393325,"[1.0, 0.9791, 0.9216, 0.9089, 0.9089, 0.7544, 0.4237, 0.3832, 0.2894, 0.0]","['BUI-IGL-01.png', 'BUI-IGL-00.png', 'BUI-IGL-04.png', 'BUI-IGL-03.png', 'BUI-IGL-02.png', 'BUI-IGL-05.png', 'BUI-IGL-06.png', 'BUI-IGL-07.png', 'BUI-IGL-08.png', 'BUI-IGL-09.png']","['01', '00', '04', '03', '02', '05', '06', '07', '08', '09']","[0.02090000000000003, 0.057499999999999996, 0.012699999999999934, 0.0, 0.15450000000000008, 0.33069999999999994, 0.040500000000000036, 0.0938, 0.2894]","[25, 50, 75]",['between 5 and 6'],"[(5, 6)]",['BUI-IGL-01.png' 'BUI-IGL-04.png' 'BUI-IGL-03.png' 'BUI-IGL-07.png'],67.28971962616822,32.71028037383177,BUI-IGL-T00.png,BUI-IGL-D01.png,BUI-IGL-D02.png,BUI-IGL-D03.png
73,building,polar_base,0,1,4,7,BUI-POA-01.png,BUI-POA-00.png,BUI-POA-04.png,BUI-POA-07.png,1.0,0.949775,0.7382500000000001,0.5234,"[1.0, 1.0, 1.0, 0.7991, 0.777, 0.6995, 0.6995, 0.4647, 0.4411, 0.0]","['BUI-POA-01.png', 'BUI-POA-00.png', 'BUI-POA-02.png', 'BUI-POA-03.png', 'BUI-POA-04.png', 'BUI-POA-06.png', 'BUI-POA-05.png', 'BUI-POA-07.png', 'BUI-POA-08.png', 'BUI-POA-09.png']","['01', '00', '02', '03', '04', '06', '05', '07', '08', '09']","[0.0, 0.0, 0.20089999999999997, 0.02210000000000001, 0.07750000000000001, 0.0, 0.2348, 0.02360000000000001, 0.4411]","[25, 50, 75]",[],[],['BUI-POA-01.png' 'BUI-POA-00.png' 'BUI-POA-04.png' 'BUI-POA-07.png'],68.22429906542055,31.775700934579437,BUI-POA-T00.png,BUI-POA-D01.png,BUI-POA-D02.png,BUI-POA-D03.png
74,plant,eucalyptus,0,2,3,7,PLA-EUC-00.png,PLA-EUC-02.png,PLA-EUC-03.png,PLA-EUC-07.png,1.0,0.791825,0.73195,0.45189999999999997,"[1.0, 0.9536, 0.7986, 0.7715, 0.7715, 0.6924, 0.586, 0.4072, 0.2368, 0.0]","['PLA-EUC-00.png', 'PLA-EUC-01.png', 'PLA-EUC-02.png', 'PLA-EUC-03.png', 'PLA-EUC-04.png', 'PLA-EUC-05.png', 'PLA-EUC-06.png', 'PLA-EUC-07.png', 'PLA-EUC-08.png', 'PLA-EUC-09.png']","['00', '01', '02', '03', '04', '05', '06', '07', '08', '09']","[0.0464, 0.15500000000000003, 0.027100000000000013, 0.0, 0.07909999999999995, 0.10640000000000005, 0.17879999999999996, 0.1704, 0.2368]","[25, 50, 75]",[],[],['PLA-EUC-00.png' 'PLA-EUC-02.png' 'PLA-EUC-03.png' 'PLA-EUC-07.png'],69.1588785046729,30.8411214953271,PLA-EUC-T00.png,PLA-EUC-D01.png,PLA-EUC-D02.png,PLA-EUC-D03.png
75,vehicle,campervan,0,2,4,7,VEH-CAM-00.png,VEH-CAM-02.png,VEH-CAM-04.png,VEH-CAM-07.png,1.0,0.935175,0.82575,0.61555,"[1.0, 1.0, 0.963, 0.8517, 0.8258, 0.8257, 0.8257, 0.5455, 0.2985, 0.0]","['VEH-CAM-00.png', 'VEH-CAM-01.png', 'VEH-CAM-02.png', 'VEH-CAM-03.png', 'VEH-CAM-04.png', 'VEH-CAM-05.png', 'VEH-CAM-06.png', 'VEH-CAM-07.png', 'VEH-CAM-08.png', 'VEH-CAM-09.png']","['00', '01', '02', '03', '04', '05', '06', '07', '08', '09']","[0.0, 0.03700000000000003, 0.11129999999999995, 0.025900000000000034, 9.999999999998899e-05, 0.0, 0.2802, 0.247, 0.2985]","[25, 50, 75]",[],[],['VEH-CAM-00.png' 'VEH-CAM-02.png' 'VEH-CAM-04.png' 'VEH-CAM-07.png'],70.09345794392523,29.906542056074763,VEH-CAM-T00.png,VEH-CAM-D01.png,VEH-CAM-D02.png,VEH-CAM-D03.png
76,vehicle,motorcycle,0,2,4,7,VEH-MOR-00.png,VEH-MOR-03.png,VEH-MOR-04.png,VEH-MOR-08.png,1.0,0.9527,0.74195,0.38495,"[1.0, 0.9718, 0.9527, 0.9527, 0.8458, 0.6381, 0.4514, 0.3628, 0.2937, 0.0]","['VEH-MOR-00.png', 'VEH-MOR-02.png', 'VEH-MOR-03.png', 'VEH-MOR-01.png', 'VEH-MOR-04.png', 'VEH-MOR-05.png', 'VEH-MOR-06.png', 'VEH-MOR-08.png', 'VEH-MOR-07.png', 'VEH-MOR-09.png']","['00', '02', '03', '01', '04', '05', '06', '08', '07', '09']","[0.028200000000000003, 0.019100000000000006, 0.0, 0.1069, 0.2077, 0.18669999999999998, 0.08860000000000001, 0.0691, 0.2937]","[25, 50, 75]",[],[],['VEH-MOR-00.png' 'VEH-MOR-03.png' 'VEH-MOR-04.png' 'VEH-MOR-08.png'],71.02803738317756,28.971962616822427,VEH-MOR-T00.png,VEH-MOR-D01.png,VEH-MOR-D02.png,VEH-MOR-D03.png
77,landscape_element,desert_arch,0,2,5,7,LAN-DES-00.png,LAN-DES-02.png,LAN-DES-05.png,LAN-DES-07.png,1.0,0.959825,0.6698,0.31294999999999995,"[1.0, 0.9891, 0.9777, 0.9062, 0.7115, 0.6281, 0.3848, 0.289, 0.1207, 0.0]","['LAN-DES-00.png', 'LAN-DES-01.png', 'LAN-DES-02.png', 'LAN-DES-03.png', 'LAN-DES-04.png', 'LAN-DES-05.png', 'LAN-DES-06.png', 'LAN-DES-07.png', 'LAN-DES-08.png', 'LAN-DES-09.png']","['00', '01', '02', '03', '04', '05', '06', '07', '08', '09']","[0.01090000000000002, 0.011399999999999966, 0.07150000000000001, 0.19469999999999998, 0.08340000000000003, 0.24330000000000002, 0.0958, 0.16829999999999998, 0.1207]","[25, 50, 75]",[],[],['LAN-DES-00.png' 'LAN-DES-02.png' 'LAN-DES-05.png' 'LAN-DES-07.png'],71.96261682242991,28.037383177570092,LAN-DES-T00.png,LAN-DES-D01.png,LAN-DES-D02.png,LAN-DES-D03.png
78,plant,cherry,0,1,4,7,PLA-CHE-04.png,PLA-CHE-06.png,PLA-CHE-01.png,PLA-CHE-07.png,1.0,0.8686,0.6975,0.63015,"[1.0, 0.9207, 0.9207, 0.7123, 0.6975, 0.6975, 0.6975, 0.6077, 0.3653, 0.0]","['PLA-CHE-04.png', 'PLA-CHE-06.png', 'PLA-CHE-05.png', 'PLA-CHE-03.png', 'PLA-CHE-01.png', 'PLA-CHE-00.png', 'PLA-CHE-02.png', 'PLA-CHE-07.png', 'PLA-CHE-08.png', 'PLA-CHE-09.png']","['04', '06', '05', '03', '01', '00', '02', '07', '08', '09']","[0.07930000000000004, 0.0, 0.20839999999999992, 0.014800000000000035, 0.0, 0.0, 0.08979999999999999, 0.2424, 0.3653]","[25, 50, 75]",[],[],['PLA-CHE-04.png' 'PLA-CHE-06.png' 'PLA-CHE-01.png' 'PLA-CHE-07.png'],72.89719626168224,27.102803738317753,PLA-CHE-T00.png,PLA-CHE-D01.png,PLA-CHE-D02.png,PLA-CHE-D03.png
79,landscape_element,moorland_tor,0,2,3,6,LAN-MOO-05.png,LAN-MOO-02.png,LAN-MOO-03.png,LAN-MOO-08.png,1.0,0.424025,0.2951,0.1422,"[1.0, 0.78, 0.467, 0.2951, 0.2951, 0.2951, 0.1422, 0.1422, 0.054, 0.0]","['LAN-MOO-05.png', 'LAN-MOO-04.png', 'LAN-MOO-02.png', 'LAN-MOO-03.png', 'LAN-MOO-01.png', 'LAN-MOO-00.png', 'LAN-MOO-08.png', 'LAN-MOO-07.png', 'LAN-MOO-06.png', 'LAN-MOO-09.png']","['05', '04', '02', '03', '01', '00', '08', '07', '06', '09']","[0.21999999999999997, 0.313, 0.17190000000000005, 0.0, 0.0, 0.15289999999999998, 0.0, 0.0882, 0.054]","[25, 50, 75]",['between 1 and 2'],"[(1, 2)]",['LAN-MOO-05.png' 'LAN-MOO-02.png' 'LAN-MOO-03.png' 'LAN-MOO-08.png'],73.83177570093457,26.168224299065418,LAN-MOO-T00.png,LAN-MOO-D01.png,LAN-MOO-D02.png,LAN-MOO-D03.png
80,animal,penguin,0,2,3,7,ANI-PEN-06.png,ANI-PEN-04.png,ANI-PEN-03.png,ANI-PEN-09.png,1.0,0.797825,0.78025,0.397475,"[1.0, 0.984, 0.8024, 0.7841, 0.7841, 0.7764, 0.7763, 0.2712, 0.0158, 0.0]","['ANI-PEN-06.png', 'ANI-PEN-05.png', 'ANI-PEN-04.png', 'ANI-PEN-03.png', 'ANI-PEN-02.png', 'ANI-PEN-01.png', 'ANI-PEN-00.png', 'ANI-PEN-09.png', 'ANI-PEN-07.png', 'ANI-PEN-08.png']","['06', '05', '04', '03', '02', '01', '00', '09', '07', '08']","[0.016000000000000014, 0.18159999999999998, 0.018299999999999983, 0.0, 0.00770000000000004, 9.999999999998899e-05, 0.5051, 0.2554, 0.0158]","[25, 50, 75]",['between 6 and 7'],"[(6, 7)]",['ANI-PEN-06.png' 'ANI-PEN-04.png' 'ANI-PEN-03.png' 'ANI-PEN-09.png'],74.76635514018692,25.233644859813083,ANI-PEN-T00.png,ANI-PEN-D01.png,ANI-PEN-D02.png,ANI-PEN-D03.png
81,plant,olive,0,2,4,7,PLA-OLI-01.png,PLA-OLI-02.png,PLA-OLI-04.png,PLA-OLI-07.png,1.0,0.9239,0.57975,0.299875,"[1.0, 0.9851, 0.9239, 0.9239, 0.6243, 0.5352, 0.4711, 0.2428, 0.2093, 0.0]","['PLA-OLI-01.png', 'PLA-OLI-00.png', 'PLA-OLI-02.png', 'PLA-OLI-03.png', 'PLA-OLI-04.png', 'PLA-OLI-05.png', 'PLA-OLI-06.png', 'PLA-OLI-07.png', 'PLA-OLI-08.png', 'PLA-OLI-09.png']","['01', '00', '02', '03', '04', '05', '06', '07', '08', '09']","[0.014900000000000024, 0.06119999999999992, 0.0, 0.2996000000000001, 0.08909999999999996, 0.06409999999999999, 0.22830000000000003, 0.033499999999999974, 0.2093]","[25, 50, 75]",['between 3 and 4'],"[(3, 4)]",['PLA-OLI-01.png' 'PLA-OLI-02.png' 'PLA-OLI-04.png' 'PLA-OLI-07.png'],75.70093457943925,24.299065420560748,PLA-OLI-T00.png,PLA-OLI-D01.png,PLA-OLI-D02.png,PLA-OLI-D03.png
82,plant,kapok,0,2,4,7,PLA-KAP-01.png,PLA-KAP-02.png,PLA-KAP-04.png,PLA-KAP-07.png,1.0,0.938825,0.7846500000000001,0.399625,"[1.0, 1.0, 0.9496, 0.9065, 0.8285, 0.7408, 0.4717, 0.3756, 0.3288, 0.0]","['PLA-KAP-01.png', 'PLA-KAP-00.png', 'PLA-KAP-02.png', 'PLA-KAP-03.png', 'PLA-KAP-04.png', 'PLA-KAP-05.png', 'PLA-KAP-06.png', 'PLA-KAP-07.png', 'PLA-KAP-08.png', 'PLA-KAP-09.png']","['01', '00', '02', '03', '04', '05', '06', '07', '08', '09']","[0.0, 0.0504, 0.04310000000000003, 0.07799999999999996, 0.0877, 0.2691, 0.09610000000000002, 0.04680000000000001, 0.3288]","[25, 50, 75]",[],[],['PLA-KAP-01.png' 'PLA-KAP-02.png' 'PLA-KAP-04.png' 'PLA-KAP-07.png'],76.63551401869158,23.364485981308412,PLA-KAP-T00.png,PLA-KAP-D01.png,PLA-KAP-D02.png,PLA-KAP-D03.png
83,item,wheelbarrow,0,2,5,7,ITE-WHE-00.png,ITE-WHE-02.png,ITE-WHE-05.png,ITE-WHE-07.png,1.0,0.9095,0.6261,0.330975,"[1.0, 1.0, 0.9095, 0.9095, 0.7549, 0.4973, 0.3609, 0.321, 0.232, 0.0]","['ITE-WHE-00.png', 'ITE-WHE-01.png', 'ITE-WHE-02.png', 'ITE-WHE-03.png', 'ITE-WHE-04.png', 'ITE-WHE-05.png', 'ITE-WHE-06.png', 'ITE-WHE-07.png', 'ITE-WHE-08.png', 'ITE-WHE-09.png']","['00', '01', '02', '03', '04', '05', '06', '07', '08', '09']","[0.0, 0.09050000000000002, 0.0, 0.15459999999999996, 0.2576, 0.13640000000000002, 0.03989999999999999, 0.089, 0.232]","[25, 50, 75]",[],[],['ITE-WHE-00.png' 'ITE-WHE-02.png' 'ITE-WHE-05.png' 'ITE-WHE-07.png'],77.57009345794393,22.429906542056074,ITE-WHE-T00.png,ITE-WHE-D01.png,ITE-WHE-D02.png,ITE-WHE-D03.png
84,building,adobe_house,0,2,5,7,BUI-ADO-01.png,BUI-ADO-02.png,BUI-ADO-05.png,BUI-ADO-07.png,1.0,0.9633499999999999,0.9382999999999999,0.526375,"[1.0, 0.9713, 0.9688, 0.947, 0.947, 0.9296, 0.8416, 0.4213, 0.1469, 0.0]","['BUI-ADO-01.png', 'BUI-ADO-00.png', 'BUI-ADO-02.png', 'BUI-ADO-04.png', 'BUI-ADO-03.png', 'BUI-ADO-05.png', 'BUI-ADO-06.png', 'BUI-ADO-07.png', 'BUI-ADO-08.png', 'BUI-ADO-09.png']","['01', '00', '02', '04', '03', '05', '06', '07', '08', '09']","[0.028699999999999948, 0.0025000000000000577, 0.02180000000000004, 0.0, 0.01739999999999997, 0.08799999999999997, 0.4203, 0.2744, 0.1469]","[25, 50, 75]",['between 6 and 7'],"[(6, 7)]",['BUI-ADO-01.png' 'BUI-ADO-02.png' 'BUI-ADO-05.png' 'BUI-ADO-07.png'],78.50467289719626,21.49532710280374,BUI-ADO-T00.png,BUI-ADO-D01.png,BUI-ADO-D02.png,BUI-ADO-D03.png
